detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
positive,positive,"[wspaniały, delikatny, smak]","[najlepsza, kawa, jaką, piłam, delikatna, długo, utrzymująca, się, pianka, wspaniały, delikatny, smak, a, przy, tym, mocna]",5.0,0.03125,"najlepsza kawa jaką piłam, delikatna długo utrzymująca się pianka, wspaniały delikatny smak a przy tym mocna",16.0,16.0,3.0
neutral,positive,[],"[bardzo, dobra]",5.0,0.0,Bardzo dobra,2.0,2.0,0.0
neutral,positive,[],"[bardzo, dobra, delikatna]",4.0,0.0,"bardzo dobra, delikatna",3.0,3.0,0.0
negative,positive,[gorąco],"[bardzo, dobra, kawa, gorąco, polecam]",5.0,-0.2,Bardzo dobra kawa. Gorąco polecam!,5.0,5.0,1.0
neutral,positive,[stosunek],"[według, mni, enajlepszy, stosunek, cenajakość]",4.0,0.0,według mni enajlepszy stosunek cena/jakość,5.0,5.0,1.0
neutral,positive,[],"[dobra, kawa]",4.0,0.0,Dobra kawa,2.0,2.0,0.0
neutral,positive,[],"[dla, mnie, super]",5.0,0.0,dla mnie super,3.0,3.0,0.0
neutral,positive,[],"[od, lat, nie, piję, innej, kawy, dla, mnie, ta, jest, najlepsza]",4.0,0.0,Od lat nie piję innej kawy. Dla mnie ta jest najlepsza,11.0,11.0,0.0
neutral,positive,[],"[znakomita, kawa]",4.0,0.0,Znakomita kawa,2.0,2.0,0.0
neutral,positive,[],"[pyszna, kawa]",5.0,0.0,Pyszna kawa!,2.0,2.0,0.0
neutral,positive,[],"[wyjątkowo, nam, smakuje]",5.0,0.0,Wyjątkowo nam smakuje.,3.0,3.0,0.0
negative,negative,"[sam, raz]","[do, pracy, w, sam, raz]",3.0,-0.4,do pracy w sam raz,5.0,5.0,2.0
negative,positive,"[sam, raz]","[do, biura, w, sam, raz, spełnia, nasze, oczekiwania]",5.0,-0.25,"Do biura w sam raz, spełnia nasze oczekiwania.",8.0,8.0,2.0
neutral,positive,[],"[bardzo, smaczna, aromatyczna]",4.0,0.0,"bardzo smaczna, aromatyczna",3.0,3.0,0.0
neutral,positive,[],"[kawa, aromatyczna, odpowiada, każdemu]",5.0,0.0,Kawa aromatyczna - odpowiada każdemu.,5.0,4.0,0.0
neutral,positive,[],"[bardzo, dobra, kawa]",5.0,0.0,bardzo dobra kawa,3.0,3.0,0.0
neutral,positive,[żona],"[produkt, spełnia, moje, oczekiwania, nawet, moja, żona, przekonała, się, do, tej, kawy]",4.0,0.0,Produkt spełnia moje oczekiwania. Nawet moja żona przekonała się do tej kawy,12.0,12.0,1.0
neutral,positive,[],"[polecam, ok]",5.0,0.0,Polecam OK !,3.0,2.0,0.0
neutral,positive,[],"[doskonalej, jakości, kawa, odpowiada, wszystkim, pracownikom, naszej, firmy]",4.0,0.0,Doskonalej jakości kawa. Odpowiada wszystkim pracownikom naszej firmy.,8.0,8.0,0.0
neutral,positive,[],"[bardzo, dobra, jak, za, tą, cenę]",4.0,0.0,Bardzo dobra jak za tą cenę,6.0,6.0,0.0
neutral,positive,[],[delikatna],4.0,0.0,Delikatna,1.0,1.0,0.0
positive,positive,"[dobry, stosunek, smak]","[bardzo, dobry, stosunek, jakość, smak, vs, cena]",4.0,0.20476190476190476,"Bardzo dobry stosunek jakość, smak vs. cena.",7.0,7.0,3.0
neutral,positive,[],"[bardzo, dobra, kawa, w, dobrej, cenie]",4.0,0.0,Bardzo dobra kawa w dobrej cenie,6.0,6.0,0.0
positive,positive,[zgodny],"[zgodny, z, opisem]",4.0,0.3333333333333333,Zgodny z opisem,3.0,3.0,1.0
neutral,positive,[],"[bardzo, dobra, kawa, o, delikatnym, smaku, i, długo, utrzymującej, się, piance]",5.0,0.0,"Bardzo dobra kawa, o delikatnym smaku i długo utrzymującej się piance",11.0,11.0,0.0
neutral,positive,[],"[kawa, świetnia, polecam]",5.0,0.0,kawa świetnia polecam,3.0,3.0,0.0
positive,negative,"[przeźroczysty, ludzie, porządny, ja, ten, go]","[olej, bielonypo, podgrzaniu, zamiast, być, przeźroczysty, jest, mlekowatyna, prawde, ludzie, piszący, opinię, przestańcie, oceniać, po, smakubo, to, nieprofesjonalna, i, błędna, ocenaolej, jest, bielonywcześniej, przez, lata, używałam, oleju, ""bio, planet"", i, to, jest, olej, porządny, i, nie, oszukanyniestety, ja, chcąc, zaoszczędzić, pokusiłam, się, na, ten, oto, olej, co, było, moim, wielkim, błędemteraz, zużyję, go, do, pilingów, ciała, a, nie, do, smażeniapo, czym, powrócę, do, starego, dobrego, oleju, kokosowego, bio, planetpozdrawiam]",2.0,0.014492753623188406,"Olej bielony,po podgrzaniu zamiast być przeźroczysty jest mlekowaty.Na prawde ludzie piszący opinię przestańcie oceniać po smaku,bo to nieprofesjonalna i błędna ocena.Olej jest bielony.Wcześniej przez lata używałam oleju ""bio planet"" i to jest olej porządny i nie oszukany.Niestety ja chcąc zaoszczędzić pokusiłam się na ten oto olej co było moim wielkim błędem,Teraz zużyję go do pilingów ciała a nie do smażenia,po czym powrócę do starego dobrego oleju kokosowego bio planet.Pozdrawiam :)",70.0,69.0,6.0
neutral,positive,[wspaniały],[wspaniały],5.0,0.0,Wspaniały!,1.0,1.0,1.0
neutral,positive,[],"[bardzo, dobra, jakość, za, rozsądną, cenę]",4.0,0.0,Bardzo dobra jakość za rozsądną cenę .,7.0,6.0,0.0
positive,positive,[piękny],"[piękny, zapach, dobra, jakość]",5.0,0.3333333333333333,"Piękny zapach, dobra jakość",4.0,4.0,1.0
negative,positive,[kokosowy],"[zamówiony, olej, kokosowy, jest, świetnym, produktem, zarówno, w, kuchni, jak, i, pielęgnacji, ciała]",5.0,-0.07692307692307693,zamówiony olej kokosowy jest świetnym produktem zarówno w kuchni jak i pielęgnacji ciała,13.0,13.0,1.0
neutral,positive,[],"[super, olej, w, super, cenie]",5.0,0.0,Super olej w super cenie,5.0,5.0,0.0
positive,positive,[zgodny],"[produkt, zgodny, z, oczekiwaniem]",5.0,0.25,Produkt zgodny z oczekiwaniem,4.0,4.0,1.0
positive,positive,[smaczny],"[bardzo, smaczny, pachnący, chętnie, jeszcze, skorzystam]",5.0,0.2222222222222222,"Bardzo smaczny, pachnący, chętnie jeszcze skorzystam:)",6.0,6.0,1.0
negative,positive,"[dobry, bez, wyraźny, razy, działanie, go]","[bardzo, dobry, produkt, po, czterech, miesiącach, spożywania, w, niestety, małych, ilościach, bez, ""ekstra"", ćwiczeń, fizycznych, potwierdzam, wyraźny, spadek, wagi, od, kilku, lat, nie, używam, wagi, już, kilka, razy, usłyszłam, to, z, ust, koleżanek, i, znajomych, potwierdzają, również, pozytywne, działanie, oleju, kokosowego, na, włosy, paznokcie, i, skórę, używam, go, także, jako, antyperspirantu, rewelacją, polecam]",5.0,-0.0012578616352201255,"Bardzo dobry produkt. Po czterech miesiącach spożywania w niestety małych ilościach, bez ""ekstra"" ćwiczeń fizycznych, potwierdzam wyraźny spadek wagi (od kilku lat nie używam wagi), już kilka razy usłyszłam to z ust koleżanek i znajomych. Potwierdzają również pozytywne działanie oleju kokosowego na włosy, paznokcie i skórę. Używam go także jako antyperspirantu - rewelacją. Polecam!!!",54.0,53.0,6.0
positive,positive,"[pełnowartościowy, towar, smaczny, zimno]","[pełnowartościowy, towar, bardzo, smaczny, do, smażenia, i, na, zimno]",5.0,0.37037037037037035,Pełnowartościowy towar. Bardzo smaczny .Do smażenia i na zimno.,9.0,9.0,4.0
neutral,positive,[],"[olej, bardzo, dobrej, jakości, po, bardzo, atrakcyjnej, cenie, polecam]",5.0,0.0,"Olej bardzo dobrej jakości, po  bardzo atrakcyjnej cenie. 
POLECAM !",10.0,9.0,0.0
negative,positive,"[nim, gorąco]","[produkt, bardzo, przyjemny, w, zapachu, potrawy, smażone, na, nim, są, jeszcze, bardziej, aromatyczne, i, przede, wszystkim, zdrowe, gorąco, polecam, wszystkim, którzy, dbają, o, zdrowie, swoje, i, całej, swojej, rodziny]",5.0,-0.034482758620689655,"Produkt bardzo przyjemny w zapachu. Potrawy smażone na nim są jeszcze bardziej aromatyczne i przede wszystkim zdrowe.
Gorąco polecam wszystkim, którzy dbają o zdrowie swoje i całej swojej rodziny.",29.0,29.0,2.0
negative,negative,"[nieprzyjemny, który, smak, słowo]","[kupiłam, olej, przez, internet, skuszona, niską, ceną, i, napisami, ""nierafinowany"", ""extra, vergin"", ""tłoczony, na, zimno"", niestety, olej, ma, widoczne, bąbelki, tak, jakby, był, zagotowany, i, wlany, do, słoika, bulgoczący, nie, spotkałam, sie, wcześniej, z, taka, strukturą, oleju, kokosowego, do, tego, ma, zdecydowanie, nieprzyjemny, zapach, który, psuje, smak, potraw, o, ile, zapach, świadczy, o, nierafinowaniu, o, tyle, bąbelki, świadczą, ze, nie, wszystko, było, ""na, zimno"", olej, nie, ma, też, żadnego, certyfikatu, więc, musimy, wierzyć, nalepce, na, słowo]",2.0,-0.006578947368421052,"Kupiłam olej przez internet skuszona niską ceną i napisami ""nierafinowany"", ""extra vergin"", ""tłoczony na zimno"". Niestety olej ma widoczne bąbelki tak jakby był zagotowany i wlany do słoika bulgoczący. Nie spotkałam sie wcześniej z taka strukturą oleju kokosowego. Do tego ma zdecydowanie nieprzyjemny zapach, który psuje smak potraw. O ile zapach świadczy o nierafinowaniu, o tyle bąbelki świadczą, ze nie wszystko było ""na zimno"". Olej nie ma też żadnego certyfikatu, więc musimy wierzyć nalepce na słowo...",76.0,76.0,4.0
neutral,positive,[],"[nie, mam, zarzutów, bardzo, atrakcyjna, cena, w, stosunku, do, jakości]",5.0,0.0,Nie mam zarzutów. Bardzo atrakcyjna cena w stosunku do jakości,10.0,10.0,0.0
positive,positive,"[smaczny, go]","[bardzo, smaczny, olej, już, go, poleciłam, kilku, koleżankom]",5.0,0.16666666666666666,"bardzo smaczny olej, już go poleciłam kilku koleżankom",8.0,8.0,2.0
neutral,positive,[],"[nadaje, się, i, do, smażenia, i, do, pieczenia, w, całym, domu, pachnie, kokosem, uwielbiam, to]",5.0,0.0,"Nadaje się i do smażenia , i do pieczenia. W całym domu pachnie kokosem - uwielbiam to! :-)",18.0,15.0,0.0
neutral,positive,[],"[olej, bdobry, do, wszechstronnego, użytku]",4.0,0.0,Olej b.dobry do wszechstronnego użytku .,6.0,5.0,0.0
neutral,positive,[],"[produkt, dobrej, jakości]",5.0,0.0,produkt dobrej jakości,3.0,3.0,0.0
negative,positive,[lekko],"[produkt, prozdrowotny, o, przyjemnym, lekko, kokosowym, posmaku]",5.0,-0.14285714285714285,"Produkt prozdrowotny o przyjemnym, lekko kokosowym posmaku.",7.0,7.0,1.0
neutral,positive,[],"[najwyższej, jakości, olej]",5.0,0.0,Najwyższej jakości olej.,3.0,3.0,0.0
positive,positive,[dobry],[dobry],5.0,0.9333333333333333,"Dobry
",1.0,1.0,1.0
neutral,positive,[],"[super, polecam, pozdrawiam]",5.0,0.0,"Super, polecam, pozdrawiam!",3.0,3.0,0.0
positive,positive,"[jedyny, jaki]","[jest, to, praktycznie, jedyny, olej, jaki, używam, do, smażenia, duszenia, i, pieczenia, ze, względu, na, wysoką, temperaturę, dymienia, zapach, kokosa, po, podgrzaniu, znika, i, nie, przeszkadza, np, duszonym, warzywom, czy, smażonym, kotletom, gorzej, gdy, chce, się, zamiast, masła, czy, margaryny, dać, do, kanapki, z, wędliną, oleju, kokosowego, extra, virgin, z, powodzeniem, używam, też, w, celach, kosmetycznych, i, nie, muszę, używać, żadnych, kremów, do, twarzy, ani, balsamów, do, ciała]",4.0,0.014705882352941176,"Jest to praktycznie jedyny olej jaki używam do smażenia, duszenia i pieczenia, ze względu na wysoką temperaturę dymienia. Zapach kokosa po podgrzaniu znika i nie przeszkadza np. duszonym warzywom, czy smażonym kotletom. Gorzej gdy chce się zamiast masła, czy margaryny dać do kanapki z wędliną.
Oleju kokosowego Extra Virgin z powodzeniem używam też w celach kosmetycznych i nie muszę używać żadnych kremów do twarzy ani balsamów do ciała.",68.0,68.0,2.0
positive,positive,[rewelacyjny],"[olej, jest, rewelacyjny, i, do, spożycia, i, do, celów, kosmetycznych, kupuję, tylko, w, bdsklep]",5.0,0.11904761904761905,Olej jest rewelacyjny i do spożycia i do celów kosmetycznych. Kupuję tylko w bdsklep.,14.0,14.0,1.0
positive,positive,"[dobry, stosunek]","[dobry, stosunek, jakości, do, ceny, polecam]",4.0,0.15555555555555556,Dobry stosunek jakości do ceny. Polecam.,6.0,6.0,2.0
positive,positive,"[go, smak, dobry]","[używam, go, od, dawna, dobra, jakość, smak, super, zapach, dla, mnie, bardzo, dobry, produkt]",5.0,0.10238095238095238,"używam go od dawna ,dobra jakość ,smak ,super  zapach  ,dla mnie bardzo dobry produkt",14.0,14.0,3.0
neutral,positive,[],"[jestem, bardzo, zadowolona, z, tego, produktu]",5.0,0.0,Jestem bardzo zadowolona z tego produktu,6.0,6.0,0.0
neutral,positive,[],"[super, konsystencja, zapach, umiarkowany, tak, jak, powinno, być]",5.0,0.0,"Super, konsystencja, zapach umiarkowany tak jak  powinno być,",8.0,8.0,0.0
positive,positive,[dobry],"[dobry, za, cenę, promocyjną]",4.0,0.23333333333333334,Dobry za  cenę promocyjną,4.0,4.0,1.0
positive,positive,[doskonały],"[doskonały, olej, dla, tych, którzy, nie, mogą, spożywać, zwykłego, rzepakowego]",5.0,0.12,"Doskonały olej dla tych, którzy nie mogą spożywać zwykłego rzepakowego.",10.0,10.0,1.0
positive,positive,[zgodny],"[zgodny, z, opisem, delikatnie, pachnie, kokosem]",4.0,0.16666666666666666,Zgodny z opisem.  Delikatnie pachnie kokosem.,6.0,6.0,1.0
neutral,positive,[prezent],"[ok, to, był, zakup, na, prezent]",4.0,0.0,"ok , to był zakup na prezent",7.0,6.0,1.0
neutral,positive,[],"[dobra, jakość, w, tej, cenie]",4.0,0.0,dobra jakość w tej cenie,5.0,5.0,0.0
neutral,positive,[],[doskonaly],5.0,0.0,Doskonaly,1.0,1.0,0.0
positive,positive,[idealny],[idealny],5.0,1.0,Idealny,1.0,1.0,1.0
neutral,positive,[],"[zgodnie, z, oczekiwaniami, polecam]",5.0,0.0,Zgodnie z oczekiwaniami. POLECAM,4.0,4.0,0.0
positive,positive,"[wspaniały, świeży, przepyszny]","[wspaniały, pachnący, świeży, przepyszny, moje, kolejne, opakowanie, serdecznie, polecam]",5.0,0.2777777777777778,"WSPANIAŁY !!! PACHNĄCY, ŚWIEŻY, PRZEPYSZNY, MOJE KOLEJNE OPAKOWANIE, SERDECZNIE POLECAM!!",10.0,9.0,3.0
positive,positive,"[dobry, zdrowy]","[dobry, zdrowy, tłuszcz]",5.0,0.5492063492063491,"dobry, zdrowy tłuszcz",3.0,3.0,2.0
neutral,positive,[],"[kupuję, od, dłuższego, czasu, i, tylko, tego, używam, do, smażenia, i, na, chleb]",5.0,0.0,Kupuję  od  dłuższego  czasu  i  tylko  tego  używam  do  smażenia  i  na  chleb.,13.0,13.0,0.0
positive,positive,"[dobry, lekki, kokosowy, smak, dobry]","[olej, bardzo, dobry, lekki, kokosowy, smak, dobry, do, smarzenia]",4.0,0.15185185185185185,Olej bardzo dobry. Lekki kokosowy smak. dobry do smarzenia.,9.0,9.0,5.0
positive,positive,"[dobry, stosunek]","[bardzo, dobry, stosunek, ceny, do, jakości]",5.0,0.15555555555555556,Bardzo dobry stosunek ceny do jakości.,6.0,6.0,2.0
positive,positive,[dobry],"[bardzo, dobry, olej]",5.0,0.3111111111111111,Bardzo dobry olej.,3.0,3.0,1.0
positive,positive,[smak],"[kupuję, olej, ze, względu, na, jego, smak, i, zapach, na, co, dzien, korzystam, w, kuchni, z, tego, oleju]",5.0,0.027777777777777776,Kupuję olej ze względu na jego smak i zapach. Na co dzien korzystam w kuchni z tego oleju.,18.0,18.0,1.0
positive,positive,[doskonały],"[produkt, doskonały, swieży, pięknie, pachnie, kokosem]",5.0,0.19999999999999998,"produkt doskonały, swieży, pięknie pachnie kokosem",6.0,6.0,1.0
positive,positive,[dobry],"[bardzo, dobry, gatunkowo, produkt, polecam]",4.0,0.18666666666666668,Bardzo dobry gatunkowo produkt. Polecam,5.0,5.0,1.0
positive,positive,"[dobry, lekki, kokosowy, b, dobry]","[olej, bardzo, dobry, przyjemny, lekki, kokosowy, zapach, b, dobry]",4.0,0.0962962962962963,Olej bardzo dobry. Przyjemny lekki kokosowy zapach. B. dobry,9.0,9.0,5.0
positive,positive,[dobry],"[bardzo, dobry]",5.0,0.4666666666666667,Bardzo dobry!!!,2.0,2.0,1.0
positive,positive,[godny],"[produkt, godny, polecenia]",5.0,0.5,Produkt godny polecenia,3.0,3.0,1.0
neutral,positive,[],[polecam],4.0,0.0,Polecam!,1.0,1.0,0.0
neutral,positive,[],"[jakość, produktu, zgodna, z, oczekiwaniami, serdecznie, polecam]",5.0,0.0,"JAKOŚĆ PRODUKTU ZGODNA Z OCZEKIWANIAMI, SERDECZNIE POLECAM.",7.0,7.0,0.0
neutral,positive,[],"[super, udane, zakupy, i, bardzo, sprawnie, wszystko, załatwione]",4.0,0.0,Super udane zakupy i bardzo sprawnie wszystko załatwione.,8.0,8.0,0.0
positive,positive,[dobry],"[bardzo, dobry, olej]",5.0,0.3111111111111111,Bardzo dobry olej,3.0,3.0,1.0
neutral,positive,[],"[rewelacyjna, konstystencja, i, przede, wszystkim, zapach, kokosów, co, świadczy, o, najwyższej, jakości, oleju, polecam]",5.0,0.0,"Rewelacyjna konstystencja i przede wszystkim zapach kokosów, co świadczy o najwyższej jakości oleju! Polecam",14.0,14.0,0.0
neutral,positive,[ten],"[ten, produkt, jest, ynakomitej, jakođci, polecam, wsyzstkim]",5.0,0.0,TEN PRODUKT  JEST YNAKOMITEJ JAKOđCI. POLECAM WSYZSTKIM,7.0,7.0,1.0
positive,positive,"[ktoś, ten, pyszny]","[jeśli, ktoś, lubi, kokos, to, ten, olej, jest, dla, niego, pyszny, ładnie, pachnie, u, nas, zastąpił, inne, smarowidła, do, kanapek]",5.0,0.05833333333333333,"Jeśli ktoś lubi kokos, to ten olej jest dla niego. Pyszny, ładnie pachnie. U nas zastąpił inne smarowidła do kanapek.",20.0,20.0,3.0
positive,positive,[dobry],"[bardzo, dobry, produkt]",4.0,0.3111111111111111,Bardzo dobry produkt,3.0,3.0,1.0
positive,positive,"[dobry, zbyt, mocno, plus]","[dobry, olej, nie, pachnie, zbyt, mocno, a, to, dla, mnie, plus, bo, generalnie, nie, lubię, kokosa, jednak, olej, używam, na, codzień, zarówno, do, smażenia, jak, i, za, miast, masła, do, niektórych, kanapek]",5.0,0.029166666666666667,"Dobry olej, nie pachnie zbyt mocno a to dla mnie plus, bo generalnie nie lubię kokosa :), jednak olej używam na codzień, zarówno do smażenia jak i za miast masła do niektórych kanapek",33.0,32.0,4.0
positive,positive,[najlepszy],"[najlepszy, olej, w, bardzo, dobrej, cenie]",5.0,0.16666666666666666,Najlepszy olej w bardzo dobrej cenie,6.0,6.0,1.0
neutral,positive,[],[super],5.0,0.0,Super,1.0,1.0,0.0
positive,positive,"[smaczny, oryginalny]","[smaczny, oryginalny, zapach]",5.0,0.611111111111111,smaczny oryginalny zapach,3.0,3.0,2.0
neutral,positive,[],"[produkt, ok]",4.0,0.0,Produkt ok.,2.0,2.0,0.0
positive,positive,[świeży],"[świeży, ładnie, pachnie, w, bardzo, atrakcyjnej, cenie]",5.0,0.07142857142857142,"świeży, ładnie pachnie, w bardzo atrakcyjnej cenie",7.0,7.0,1.0
negative,positive,"[go, trzeci, raz]","[dobrykupuję, go, trzeci, raz]",4.0,-0.5,Dobry-kupuję go trzeci raz,4.0,4.0,3.0
positive,positive,"[doskonały, go]","[doskonały, produkt, polecam, go, innym]",5.0,0.24,"doskonały produkt, polecam go innym",5.0,5.0,2.0
positive,positive,[ładny],"[dobra, jakość, ładny, zapach]",4.0,0.3125,"Dobra jakość, ładny zapach.",4.0,4.0,1.0
neutral,positive,[],"[jest, ok]",4.0,0.0,Jest ok,2.0,2.0,0.0
positive,positive,"[rewelacyjny, świetny]","[rewelacyjny, świetny, zapach]",5.0,1.2222222222222223,"Rewelacyjny, świetny zapach.",3.0,3.0,2.0
negative,positive,"[dobry, kokosowy]","[bardzo, dobry, nierafinowany, olej, kokosowy, w, super, cenie]",5.0,-0.008333333333333331,Bardzo dobry nierafinowany olej kokosowy w super cenie.,8.0,8.0,2.0
neutral,positive,[],[swietny],5.0,0.0,Swietny,1.0,1.0,0.0
positive,positive,[dobry],"[bardzo, dobry, produkt, polecam, przystępna, cena]",4.0,0.15555555555555556,"Bardzo dobry produkt, polecam, przystępna cena.",6.0,6.0,1.0
positive,positive,[świetny],[świetny],5.0,2.0,Świetny,1.0,1.0,1.0
negative,negative,"[smak, najlepszy, obecny, mocno, nieprzyjemny, poddany, lekko, lekko]","[od, wielu, miesięcy, jestem, konsumentem, nierafinowanego, 900, ml, oleju, kokosowego, targroch, ze, względu, na, wspanialy, smak, i, zapach, moim, zdaniem, byl, to, najlepszy, olej, na, rynku, po, ostatniej, dostawie, lipiec, 2016, jestem, negatywnie, zaskoczona, smakiem, i, zapachem, do, tej, pory, genialnego, oleju, obecny, mocno, zmieniony, na, nieprzyjemny, jakby, poddany, rafinowaniu, zapach, oleju, jest, kompletnie, nieporownywalny, do, poprzedniego, fantastycznego, lekko, kokosowego, niestety, potrawy, przechodza, tym, jakby, lekko, podwędzanym, zapachem, moja, obecna, ocena, tego, produktu, w, takiej, odslonie, jest, negatywna]",2.0,-0.019230769230769232,Od wielu miesięcy jestem konsumentem nierafinowanego 900 ml  oleju kokosowego Targroch. Ze względu na wspanialy  smak i zapach moim zdaniem byl to najlepszy olej na rynku. Po ostatniej  dostawie ( lipiec 2016 ) jestem negatywnie zaskoczona smakiem i zapachem do  tej pory genialnego oleju. Obecny mocno zmieniony na nieprzyjemny jakby poddany rafinowaniu zapach oleju jest kompletnie nieporownywalny do poprzedniego -fantastycznego lekko kokosowego. Niestety potrawy przechodza tym jakby lekko podwędzanym zapachem. Moja obecna ocena tego produktu w takiej odslonie jest negatywna.,80.0,78.0,8.0
neutral,positive,[],"[bardzo, lubię, wszystkie, oleje, kokosowe]",4.0,0.0,BARDZO LUBIĘ WSZYSTKIE OLEJE KOKOSOWE,5.0,5.0,0.0
positive,positive,[dobry],"[bardzo, dobry, olej, do, smażenia, polecam]",4.0,0.15555555555555556,"bardzo dobry olej  do smażenia , polecam",7.0,6.0,1.0
positive,positive,[dobry],"[bardzo, dobry, jakościowo]",5.0,0.3111111111111111,Bardzo dobry jakościowo,3.0,3.0,1.0
positive,positive,"[rewelacyjny, lekko, zdrowy, go]","[rewelacyjny, lekko, pachnący, zdrowy, roślinny, olejpolecam, go]",5.0,0.19727891156462585,Rewelacyjny lekko pachnący zdrowy roślinny olej.Polecam go,7.0,7.0,4.0
neutral,positive,[],"[w, porządku]",4.0,0.0,W porządku.,2.0,2.0,0.0
neutral,positive,[],"[produkty, wysokiej, jakości, dobrze, zapakowane, zdrowie, i, smaczne]",5.0,0.0,"Produkty wysokiej jakości, dobrze zapakowane, zdrowie i smaczne.",8.0,8.0,0.0
positive,positive,"[zdrowy, idealny]","[zdrowy, olej, o, przyjemnym, zapachu, i, posmaku, idealny, do, smażenia, placuszków, tostów, francuskich, i, wyrobu, czekolady]",5.0,0.10714285714285715,"Zdrowy olej o przyjemnym zapachu i posmaku. Idealny do smażenia placuszków, tostów francuskich i wyrobu czekolady.",16.0,16.0,2.0
neutral,positive,[],"[olej, pierwsza, klasa]",5.0,0.0,olej pierwsza klasa!!,3.0,3.0,0.0
neutral,positive,[],"[świetna, jakość, w, dobrej, cenie, polecam]",5.0,0.0,Świetna jakość w dobrej cenie. Polecam!,6.0,6.0,0.0
neutral,positive,[],"[dobrej, jakosci]",4.0,0.0,dobrej jakosci,2.0,2.0,0.0
positive,positive,[rewelacyjny],"[rewelacyjny, produkt, o, wielu, zastosowaniach, piekny, zapach, i, przyjemna, konsystencja]",5.0,0.16666666666666669,Rewelacyjny produkt o wielu zastosowaniach. Piekny zapach i przyjemna konsystencja,10.0,10.0,1.0
neutral,positive,[],[ok],4.0,0.0,O.K.,1.0,1.0,0.0
negative,positive,[kokosowy],"[olej, kokosowy, super, zapach]",5.0,-0.25,Olej kokosowy super zapach,4.0,4.0,1.0
neutral,positive,[],"[super, olej]",5.0,0.0,super olej,2.0,2.0,0.0
