comment,emotion,rate
"Shrek najlepsza bajka!!!                        Według mnie Shrek jest najlepszą bajką pod słońcem. Pełno w niej zabawnych tkstów. Fajne jest, też to, że znajdują sie tam postacie z innych bajek. Pinokio, kopciuszek, śpiąca królewna i wiele innych bajek. Shrek jest świetny!!!!!!              ",positive,10
"Kremówka                        SHREK jest jak kremówka - jak to powiedział osioł: ""Wszyscy lubią kremówki"". Brak mi słów aby opisać genialność tego filmu. Pod każdym względem jest fantastyczny. Nawet polski dubbing - Jerzy Stuhr w roli osła jest fenomenalny.Oglądałam ten film trzy razy i za każdym razem wychodziłam z kina płacząc ze śmiechu. Żaden film nie zrobił na mnie takiego wrażenia.GENIUSZ W KAŻDYM CALU!              ",positive,10
"niezadowolony...                        niewiem jak to powiedziec ale mi sie shrek wcale, a wcale nie spodobal, bardzo sie na nim zawiodlembardzo, bardzo infantylny nawet jak na hollywood, tak dziecakom to moze sie podobac ale ....sam niewiem, nuda, dialogi kiepskie, milosc tez jakas taka ni w piec ni w dziesiec, dowcipy nudneogolnie mulan jest filmem o niebo lepszym i nierozumiem tego calego szumu nad shrekiemi o co chodzi ?dlaczego ...              ",negative,1
czy dubbing był rewelacyjny?                        film ogladałem 3x pierwszy raz w orginalnej wersji potem zdubingowanej a własnie przed kilkomaminutami skończyłem koljny raz angielską i swierdzam ze wszyscy zachwalaja pl wersje a ja sie wylamie i wystąpie z tego szeregu. Moze zostane zlińczowany no ale...Mnie się tylko Dubbing Stuhra podobał.- nie bijcie mocno              ,positive,10
"polska wersja                        Pierwszy raz stwierdzam, że bardziej podoba mi się wersja z polskim dubbingiem! Zwykle twierdziłam, że nic lepszego od oryginalnej wersji jakiegokolwiek filmu jest najlepsza - to jest wyjątek1 Sthur jest po prostu genialny!               ",positive,10
"Rewelacja                        Doskonala, zabawna, poprostu rewelacyjna bajka a do tego super Jerzy Stuhr! Trzeba ogladnąć!              ",positive,10
"Dla mnie bomba                        Mam 25 lat i nie przypuszczałem, że mogę się tak ubawić oglądając bajkę. Naprawdę jestem pełen uznania dla twórców super humor, ciekawy scenariusz zamknięty w ramy klsycznej bajki no i dwójka prześmiesznych głównych bohaterów. Nie wiem czy w wersji anglojęzycznej osioł jest tak śmieszny ale to co zrobił Styhr w Polsce to jest poprostu mistrzostwo świata.              ",positive,10
"Oscar dla Stuhra!!!                        Osiolek to absolutny hit filmu!!! Te jego haselka i autoparodia pana Stuhra , w ogole jesli stworza Oscara za dubbing to pan Jerzy powinien go dostac. To nie jest ajka dla dzieci, pewnie wiekszosc nie zrozumie nic z tego- to swietna bajka dla tych troche starszych.Co tu duzo kryc- jeden z najlepszych filmow ubieglego roku.              ",positive,10
"beznadzieja                        Shrek to jeden z gorszych filmow jakie mi było dane oglądać. Żałuje tych 20 złotych, które wydałam na bilet. Shrek to TOTALNA kicha!!!               ",negative,1
Super Extra                        Co myślę o filmie:JEST:supersupciosupcio super extraextra super supciosuper extra supciosuper supcio supcio superw dechę********yi ogólnie wsystko O.K.A KASETĘ VIDEO TRZEBA MIEĆ!!!!!!!!!!!!!!!!!!!!!!!papatkiPudwisia              ,negative,1
super nie tylko dla dzieci                        Świetna komedia nie tylko dla dzieci. Specom od animacji komputerowej można pogratulować wykonania zadbali o każdy szczegół aby postaci były prawdopodobne. Liczne nawiązania do bajek i filmów wymagają pewnej wiedzy w tych dziedzinach              ,positive,10
"to dobry film dla wszystkich....                        bo fabuła jest bajkowa ale z dużą ilością podtekstów, sugestii i aluzji wobec dorosłej publiczności. Ale szczerze mówiąć to spodziewałem się czegoś węcej. Trzeba tu słusznie podkreślić doborową obsadę polskiej ekipy aktorów. A rola Stuhra jest godna najwyższych wyróżnień. Generalnie dobry, fajny i nienużący film....              ",positive,8
Beka!!!!                        To nie bedzie zaden komentarz ten film to najlepsza komedia jak widzialem              ,positive,8
"ZIELONY(m)  DO GÓRY:)                        rewelacyjna bajka?eee to chyba nie bajka?w każdym bądź razie rewelacyjna produkcja:)film dla kazdego i dla dorosłego kinomana i dla dzieci, kazdy znajdzie w Shreku cos smiesznego na swój sposób.i ten kto nie widział jeszcze niech szybko nadrobi ta jakze wstydliwą plame w swym życiorysie              ",positive,10
"wielki plus za tłumaczenie i polskich aktorów                        oraz za antybajkę!!! Bawiłam się świetnie, taki postmodernizm lubię!              ",positive,9
"I Love...                        ...Osiołek! ^_^ Nie ma co Jurek Sthur RULEZ!Grafika i animacja przepiękna - tylko stopień niżej od ""Final Fantasy: The Spirits Within"". Humor zabija a fabuła... to rzecz w tym filmie drugorzędna. :))              ",positive,8
W końcu bajka o nieładniej księżniczce                        Jak w temacie. Nareszcie księżniczka jest brzydka. Teraz dziewczynki mogą się już nie utorzsamaić z pięknymi i szczupłymi barbie. Jak będę miała kiedyś dzieci to w kółko bedę im puszczać ten film ;-)              ,positive,8
"taka sobie bajeczka ;-)                        Shrek wybił się dzięki :- świetnemu dubbingowi- tym, że ""dokopał monopolowi Disney'a""- nielicznymi niuansami, które nie nadają się dla 7latków :-)poza tym, dowcip posledni - wstawki parodiujące matrixa etc. - wykorzystane już dużo wcześniej, co niekoniecznie musi śmieszyć. oki, nie czepiam się więcej - dobra rzecz na chandrę,ale przede wszystkim na miłe spędzenie czasu :-)              ",positive,6
"Shrek                        dawno się tak dobrze nie bawiłam, jak na tym filmie              ",positive,10
"super                        Obejrzałem ten film dpoiero wczoraj na wideo i uwazam, ze ten film jest bezbłędny a Stuhr jak zawsze pokazał swoje mistrzostwo.              ",positive,10
"lolzzzzz                        fajna filmo-baja :)))szkoda tylko , ze nie obejrze z dubbingiem :((((((((((((((((((((((((((((( (((((              ",positive,9
Jeden raz z dubbingiem.                        Ten jeden raz poszedłem do kina na film z dubbingiem. Dla Stuhra... I nie żałuję. SUUUUPER!!! Zabójcza komedia (ale nie za bardzo dla dzieci jeśli chodzi o jego odbiór.              ,positive,9
"super                        najlepszy film ostatnich czasów, zdawac by sie mogło, że rysunkowy i pzeznaczony tylko dla młodszego grona, a jednak obejrzenie jego rozwiea wszystkie watpliwości.Świetny film, wręcz wzruszajacy, az brak mi słów do wyrazenia mojego pochlebnego zdania na jego temat)              ",positive,10
hmm                        swietna bajeczka.niesamowicie dopracowana od strony technicznej...trzeba przyznac ze tworcy sie na serio postarali.oprocz tego ciekawa fabula...po prostu kultowy film ktory trzeba obejrzec [i to nie raz].              ,positive,10
hmm                        swietna bajeczka.niesamowicie dopracowana od strony technicznej...trzeba przyznac ze tworcy sie na serio postarali.oprocz tego ciekawa fabula...po prostu kultowy film ktory trzeba obejrzec [i to nie raz].              ,positive,10
"Swietny :)                        Film ogladalam w wersji oryginalnej (wiec nie wiem jak wypadl w dubbingu polskim) i bardzo mi sie podobal, szczegolnie ze byl zrobiony w calosci na komputerach , a niektore zdjecia to jak z zycia wziete. Bajka z przymruzeniem oka , SWIETNY !              ",positive,10
Shrek na prezydenta!!!!!!!1                        3 razy to za mało.Trzeba pójść ok.10.Naprawdę film jest fantastyczny!!!              ,positive,10
"to jest film!!!!!!!!!                        Jeszcze nie ogladalam takiego filmu!!!! Jest ZAJEBISTY Myslalam ze to bajka dla dzieci, ale takiego humoru mozna sie spodziewac tylko po filmie dla doroslych. I ten dubbing!! Kocham Zamachowskiego i Sthura!!!Jednym slowem rewelka              ",positive,10
shrek                        Film jest po prostu genialny. Pełen aluzji do bajek i znanych filmów. Można napra-wdę umrzeć ze śmiechu. Polski dubbing jest na wys. poziomie. Polecam!!!!              ,positive,10
"film rysunkowy                        Napewno nie będziesz się nudził!Po raz kolejny polscy specjaliści od dubbingu okazali się nie do przebicia. Teksy są rewelacyjnie dopasowane i zabawne. Oceniam na 8, ale conajmniej połowa tej oceny należy sie polskim aktorom podkładającym głos animowanym postaciom.A tak na boku Osiołek jest nejlepszy    :-)              ",positive,10
"shrek                        to bajka, ale bajka dla dorosłych. wspaniały film. dawno się tak dobrze nie ubawiłem. nie ma co mówić, trzeba obejrzeć.               ",positive,10
"Arcydzielo                        TAk dawno dobrze sie nie bawilem na filmie jak na Shreku . Kumpela wyciagnela mnie na sile ale doslownie po minucie bylem jej straszliwie wdzieczny . Powiem szczerze jak dlamnie to hicior tego roku. I co dziwne poraz pierwszy w zyciu cieszylem sie ze ogladam film z dablingiem , poprostu extra.              ",positive,8
"a myslalem...                        ze to bedzie tylko fajny film!!! Fil mnie zdumial juz pierwszymi ujeciami!!! Tak super animacji w zyciu nie widzialem i musze przyznac, ze naprawde pokochalem juz tego typu produkcje!!! Nie ma to jak obejrzec sobie bajke o ksiezniczce i brzydkim potworku!!! Przeniesc sie na 2 godzinki w swiat fantazji i basni!!! Odbyc podroz do wlasnego dziecinstwa i laknąc obraz calym sobą!!! Niesamowita, romantyczna ...              ",positive,10
"Stuhr                        Fajny pomysł, jeszcze fajniejszy Stuhr. Mądry film o wielu walorach edukacyjnych...chyba...:)              ",positive,8
...                        ale przyznam ze ja jako przedstawiciel takowej mlodziezy umieralam ze smiechu za kazdym razem kiedy odzywal sie osiolek...ale mimo wszystko totak jakby ktos zabijal moje dzecinstwo i wszystkie naiwne bajki w ktore wierzylam...moze tak to juz musi byc...              ,negative,1
"to było tak...                        Jechałem sobie do szkoły i ujżałem plakat tego filmu, odrazu pomyślałem sobie, że to kolejny Disneyowski niewypał. Jednak później gadałem z moim kumplem, takim metalem, który na tym był i powiedział, że to świetny film! Trochę się tym zdziwiłem, bo sam myślałem, że jest kijowy, a tu jakiś zdeprawowany koolo mówi mi, że ta kreskówka jest spoko! No więc postanowiłem obejrzeć i ... To był najlepszy film ...              ",positive,10
"dubbing                        ach wlasnie!! raz im sie dubbing udal, Stuhr jako osiolek jest po prostu genialnynie wiem kto to tlumaczyl ale udalo mu sie tez swietnie, dostosowal zarty do naszej polskiej rzeczywistosci np. osiolek-stuhr ""spiewac kazdy moze"" albo teksty ""znam kogos kto bardzo lubi kremowki""nie skopali sprawy!!chwala im za to!!              ",positive,10
"to jest to!!                        dawno sie tak nie bawilam!!po prostu swietne....obejrze sobie jeszcze kilka razy zeby wydobyc ""smaczki"" i wszystkie fajne teksty..swoja droga.. czy ktos widzial wersje oryginalna?ciekawa jestem jak te teksty brzmia po angielsku w wykonaniu Eddiego Murphy'ego:)naprawde polecam szczegolnie na dlugie wieczory jesienne i dola takowegoz              ",positive,10
"Ogr zwyciezca!!                        Fantastyczny film!!!!!!! Antybajkowa bajka, zupelnie inna niz te wszystkiw disneyowskie krolewny Sniezki i inne takie. Znakomita animacja, momentami ma sie wrazenie, ze na ekranie widzimy prawdziwych ludzi. Ciekawe postacie - Shrek niby rycerz o wygladzie i zwyczajach zupelnie nierycerskich, osiol - pelniacy w filmie role wiernego psa, lord Farquad - czarny charakter, i ona - Fiona - piekna, lecz ...              ",positive,10
Na co isc do kina z dziewczyna!?                        Mam dziewczyne od 2 dni i nie wiem na co pujsc z nia do kina nigdy nie bylem na rndce w kinie :(              ,positive,10
ubaw                        Napiszę krótko - dawno się tak nie uśmiałam..               ,positive,10
"teskty z filmu                        A oto kilka niezłych tekstów ze Shreka:1. Shrek, nie umieraj!!! I pamiętaj, jeśli zobaczysz tunel z białym   światłem na końcu, to nie idż w kierunku światła! 2. Krolewna Sniezka mieszka z siedmioma krasnoludkami, ale mowi, ze nie jest latwa 3. Mowie ci stary, zainwestuj w tik-taki, bo ciiii... JEDZIE!!! 4. Osiolek: ""Latam, gadam - pelen serwis"" : ))))) 5.  Osiolek po jakiejs akcji: - Nie, ja ...              ",positive,9
"satyra znakomita                        Trzeba przyznać, że Shrek jest  świetną bajką ale raczej nie dla dzieci. Zachwyca animacją komputerową, bajkową scenerią i postaciami z bajek jednak nie dajmy się zwieść, bo pod tym wszystkim kryje się satyra na współczesny świat. Filmik jest śmieszny jak mało która komedia (szczególnie ostatnio), bawi i uczy.              ",positive,9
